OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu1090;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Synergistes;Synergistes jonesii;Otu1090;;;;;;;;;;;;;;;;;;
Otu1091;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu1091;;;;;;;;;;;;;;;;;;
Otu1092;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1092;;;;;;;;;;;;;;;;;;
Otu1093;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A crossotus;Otu1093;;;;;;;;;;;;;;;;;;
Otu1098;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacteraceae;Acutalibacteraceae;Otu1098;;;;;;;;;;;;;;;;;;
Otu1099;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus_A;Coprococcus_A catus_A;Otu1099;;;;;;;;;;;;;;;;;;
Otu1100;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu1100;;;;;;;;;;;;;;;;;;
Otu1101;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900543445;Otu1101;;;;;;;;;;;;;;;;;;
Otu1102;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu1102;;;;;;;;;;;;;;;;;;
Otu1103;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu1103;;;;;;;;;;;;;;;;;;
Otu1104;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;Onthocola_B;Onthocola_B sp000437355;Otu1104;;;;;;;;;;;;;;;;;;
Otu1105;Bacteria;Bacillota_A;Clostridia;Christensenellales;QALW01;Neochristensenella;Neochristensenella gallicola;Otu1105;;;;;;;;;;;;;;;;;;
Otu1106;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1106;;;;;;;;;;;;;;;;;;
Otu1110;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900066335;Otu1110;;;;;;;;;;;;;;;;;;
Otu1111;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium longum;Otu1111;;;;;;;;;;;;;;;;;;
Otu1112;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Massilioclostridium;Massilioclostridium facile;Otu1112;;;;;;;;;;;;;;;;;;
Otu1114;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp003534295;Otu1114;;;;;;;;;;;;;;;;;;
Otu1115;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000435995;Otu1115;;;;;;;;;;;;;;;;;;
Otu1116;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu1116;;;;;;;;;;;;;;;;;;
Otu1117;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu1117;;;;;;;;;;;;;;;;;;
Otu1118;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Otu1118;;;;;;;;;;;;;;;;;;
Otu1120;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter;Coprobacter fastidiosus;Otu1120;;;;;;;;;;;;;;;;;;
Otu1121;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu1121;;;;;;;;;;;;;;;;;;
Otu1123;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Pseudobutyricicoccus;Pseudobutyricicoccus;Otu1123;;;;;;;;;;;;;;;;;;
Otu1124;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter torques;Otu1124;;;;;;;;;;;;;;;;;;
Otu1126;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1126;;;;;;;;;;;;;;;;;;
Otu1131;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;Otu1131;;;;;;;;;;;;;;;;;;
Otu1133;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia rectibacter;Otu1133;;;;;;;;;;;;;;;;;;
Otu1136;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu1136;;;;;;;;;;;;;;;;;;
Otu1137;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu1137;;;;;;;;;;;;;;;;;;
Otu1138;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu1138;;;;;;;;;;;;;;;;;;
Otu1142;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu1142;;;;;;;;;;;;;;;;;;
Otu1143;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A wexlerae;Otu1143;;;;;;;;;;;;;;;;;;
Otu1146;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385;Otu1146;;;;;;;;;;;;;;;;;;
Otu1147;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister;Otu1147;;;;;;;;;;;;;;;;;;
Otu1148;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1148;;;;;;;;;;;;;;;;;;
Otu1152;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor;Otu1152;;;;;;;;;;;;;;;;;;
Otu1153;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1153;;;;;;;;;;;;;;;;;;
Otu1155;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1155;;;;;;;;;;;;;;;;;;
Otu1157;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1157;;;;;;;;;;;;;;;;;;
Otu1158;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp018223365;Otu1158;;;;;;;;;;;;;;;;;;
Otu1159;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu1159;;;;;;;;;;;;;;;;;;
Otu1161;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F;Ruminococcus_F champanellensis;Otu1161;;;;;;;;;;;;;;;;;;
Otu1162;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1162;;;;;;;;;;;;;;;;;;
Otu1163;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1163;;;;;;;;;;;;;;;;;;
Otu1164;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F;Ruminococcus_F champanellensis;Otu1164;;;;;;;;;;;;;;;;;;
Otu1165;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1165;;;;;;;;;;;;;;;;;;
Otu1166;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu1166;;;;;;;;;;;;;;;;;;
Otu1167;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter;Otu1167;;;;;;;;;;;;;;;;;;
Otu1169;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu1169;;;;;;;;;;;;;;;;;;
Otu1170;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu1170;;;;;;;;;;;;;;;;;;
Otu1172;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;UMGS1202;UMGS1202 sp900549565;Otu1172;;;;;;;;;;;;;;;;;;
Otu1173;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;CAG-533;CAG-533 sp000434495;Otu1173;;;;;;;;;;;;;;;;;;
Otu1174;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Caecibacter;Caecibacter hominis;Otu1174;;;;;;;;;;;;;;;;;;
Otu1175;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu1175;;;;;;;;;;;;;;;;;;
Otu1176;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu1176;;;;;;;;;;;;;;;;;;
Otu1177;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177;Otu1177;;;;;;;;;;;;;;;;;;
Otu1178;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu1178;;;;;;;;;;;;;;;;;;
Otu1179;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu1179;;;;;;;;;;;;;;;;;;
Otu1180;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A faecis;Otu1180;;;;;;;;;;;;;;;;;;
Otu1181;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1181;;;;;;;;;;;;;;;;;;
Otu1182;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola sp900317525;Otu1182;;;;;;;;;;;;;;;;;;
Otu1184;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Dorea formicigenerans;Otu1184;;;;;;;;;;;;;;;;;;
Otu1186;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus;Otu1186;;;;;;;;;;;;;;;;;;
Otu1187;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu1187;;;;;;;;;;;;;;;;;;
Otu1188;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1188;;;;;;;;;;;;;;;;;;
Otu1190;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;Otu1190;;;;;;;;;;;;;;;;;;
Otu1191;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu1191;;;;;;;;;;;;;;;;;;
Otu1192;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia rectibacter;Otu1192;;;;;;;;;;;;;;;;;;
Otu1193;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea;Otoolea fessa;Otu1193;;;;;;;;;;;;;;;;;;
Otu1196;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella;Otu1196;;;;;;;;;;;;;;;;;;
Otu1197;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A faecis;Otu1197;;;;;;;;;;;;;;;;;;
Otu1200;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu1200;;;;;;;;;;;;;;;;;;
Otu1201;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Hydrogeniiclostridium;Hydrogeniiclostridium mannosilyticum;Otu1201;;;;;;;;;;;;;;;;;;
Otu1203;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1203;;;;;;;;;;;;;;;;;;
Otu1204;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G;Otu1204;;;;;;;;;;;;;;;;;;
Otu1205;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter;Coprobacter secundus;Otu1205;;;;;;;;;;;;;;;;;;
Otu1206;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu1206;;;;;;;;;;;;;;;;;;
Otu1208;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcaceae;Peptostreptococcaceae;Otu1208;;;;;;;;;;;;;;;;;;
Otu1209;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Hominibacterium;Hominibacterium hominis;Otu1209;;;;;;;;;;;;;;;;;;
Otu1210;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A wexlerae;Otu1210;;;;;;;;;;;;;;;;;;
Otu1211;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu1211;;;;;;;;;;;;;;;;;;
Otu1214;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp001916005;Otu1214;;;;;;;;;;;;;;;;;;
Otu1215;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu1215;;;;;;;;;;;;;;;;;;
Otu1218;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus;Otu1218;;;;;;;;;;;;;;;;;;
Otu1220;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu1220;;;;;;;;;;;;;;;;;;
Otu1221;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdimmobilis;Merdimmobilis hominis;Otu1221;;;;;;;;;;;;;;;;;;
Otu1227;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides;Otu1227;;;;;;;;;;;;;;;;;;
Otu1228;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii;Otu1228;;;;;;;;;;;;;;;;;;
Otu1230;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas;Otu1230;;;;;;;;;;;;;;;;;;
Otu1231;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis;Otu1231;;;;;;;;;;;;;;;;;;
Otu1233;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;Otu1233;;;;;;;;;;;;;;;;;;
Otu1234;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu1234;;;;;;;;;;;;;;;;;;
Otu1237;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola;Otu1237;;;;;;;;;;;;;;;;;;
Otu1238;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp000433735;Otu1238;;;;;;;;;;;;;;;;;;
Otu1239;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Ventrisoma;Ventrisoma faecale;Otu1239;;;;;;;;;;;;;;;;;;
Otu1240;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Arthrobacter;Arthrobacter;Otu1240;;;;;;;;;;;;;;;;;;
Otu1241;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu1241;;;;;;;;;;;;;;;;;;
Otu1242;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1242;;;;;;;;;;;;;;;;;;
Otu1243;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus;Otu1243;;;;;;;;;;;;;;;;;;
Otu1244;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;UBA11524;UBA11524 sp000437595;Otu1244;;;;;;;;;;;;;;;;;;
Otu1245;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Massiliimalia;Massiliimalia timonensis;Otu1245;;;;;;;;;;;;;;;;;;
Otu1246;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G ventriosum;Otu1246;;;;;;;;;;;;;;;;;;
Otu1247;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu1247;;;;;;;;;;;;;;;;;;
Otu1249;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1249;;;;;;;;;;;;;;;;;;
Otu1251;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Feifaniaceae;Feifania;Feifania hominis;Otu1251;;;;;;;;;;;;;;;;;;
Otu1252;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Bianqueaceae;Bianquea;Bianquea renquensis;Otu1252;;;;;;;;;;;;;;;;;;
Otu1253;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1253;;;;;;;;;;;;;;;;;;
Otu1254;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Massilistercora;Massilistercora timonensis;Otu1254;;;;;;;;;;;;;;;;;;
Otu1255;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides;Otu1255;;;;;;;;;;;;;;;;;;
Otu1257;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ligaoa;Ligaoa zhengdingensis;Otu1257;;;;;;;;;;;;;;;;;;
Otu1259;Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;Faecalicoccus pleomorphus;Otu1259;;;;;;;;;;;;;;;;;;
Otu1260;Bacteria;Bacillota_I;Bacilli_A;RF39;UBA660;UMGS1498;UMGS1498 sp934153945;Otu1260;;;;;;;;;;;;;;;;;;
Otu1261;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;Otu1261;;;;;;;;;;;;;;;;;;
Otu1262;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus comes_A;Otu1262;;;;;;;;;;;;;;;;;;
Otu1263;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia;Otu1263;;;;;;;;;;;;;;;;;;
Otu1266;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor;Otu1266;;;;;;;;;;;;;;;;;;
Otu1268;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp003480725;Otu1268;;;;;;;;;;;;;;;;;;
Otu1270;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia tarda;Otu1270;;;;;;;;;;;;;;;;;;
Otu1271;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides clarus;Otu1271;;;;;;;;;;;;;;;;;;
Otu1273;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger formicilis;Otu1273;;;;;;;;;;;;;;;;;;
Otu1274;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900758465;Otu1274;;;;;;;;;;;;;;;;;;
Otu1276;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu1276;;;;;;;;;;;;;;;;;;
Otu1277;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp000417505;Otu1277;;;;;;;;;;;;;;;;;;
Otu1279;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecis;Otu1279;;;;;;;;;;;;;;;;;;
Otu1280;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas phoceensis;Otu1280;;;;;;;;;;;;;;;;;;
Otu1282;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;Otu1282;;;;;;;;;;;;;;;;;;
Otu1286;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu1286;;;;;;;;;;;;;;;;;;
Otu1288;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1288;;;;;;;;;;;;;;;;;;
Otu1289;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1289;;;;;;;;;;;;;;;;;;
Otu1290;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu1290;;;;;;;;;;;;;;;;;;
Otu1293;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1293;;;;;;;;;;;;;;;;;;
Otu1294;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900066335;Otu1294;;;;;;;;;;;;;;;;;;
Otu1298;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu1298;;;;;;;;;;;;;;;;;;
Otu1299;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385;Otu1299;;;;;;;;;;;;;;;;;;
Otu1300;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1300;;;;;;;;;;;;;;;;;;
Otu1301;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus rubiinfantis;Otu1301;;;;;;;;;;;;;;;;;;
Otu1302;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G segne;Otu1302;;;;;;;;;;;;;;;;;;
Otu1303;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435;Otu1303;;;;;;;;;;;;;;;;;;
Otu1305;Bacteria;Bacillota_B;Peptococcia;Peptococcales;Peptococcaceae;UBA7185;UBA7185 sp910585405;Otu1305;;;;;;;;;;;;;;;;;;
Otu1306;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;Butyricicoccus sp900604335;Otu1306;;;;;;;;;;;;;;;;;;
Otu1308;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1308;;;;;;;;;;;;;;;;;;
Otu1309;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;Otu1309;;;;;;;;;;;;;;;;;;
Otu1310;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Otu1310;;;;;;;;;;;;;;;;;;
Otu1311;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu1311;;;;;;;;;;;;;;;;;;
Otu1312;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas;Alitiscatomonas;Otu1312;;;;;;;;;;;;;;;;;;
Otu1313;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435;Otu1313;;;;;;;;;;;;;;;;;;
Otu1314;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu1314;;;;;;;;;;;;;;;;;;
Otu1315;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;Otu1315;;;;;;;;;;;;;;;;;;
Otu1316;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Bacteria;Otu1316;;;;;;;;;;;;;;;;;;
Otu1319;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A wexlerae;Otu1319;;;;;;;;;;;;;;;;;;
Otu1320;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu1320;;;;;;;;;;;;;;;;;;
Otu1321;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu1321;;;;;;;;;;;;;;;;;;
Otu1322;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu1322;;;;;;;;;;;;;;;;;;
Otu1324;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium diversum;Otu1324;;;;;;;;;;;;;;;;;;
Otu1325;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu1325;;;;;;;;;;;;;;;;;;
Otu1327;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu1327;;;;;;;;;;;;;;;;;;
Otu1328;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Harryflintia;Harryflintia acetispora;Otu1328;;;;;;;;;;;;;;;;;;
Otu1329;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter torques;Otu1329;;;;;;;;;;;;;;;;;;
Otu1331;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu1331;;;;;;;;;;;;;;;;;;
